,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,4,3,1,0,111,2980,0.02,0.074,0.064,0.078,0.069,0.102,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,1,0,111,1910,0.021,0.046,0.049,0.074,0.084,0.084,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,3,2,0,207,2600,0.023,0.046,0.029,0.079,0.076,0.046,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,2,0,207,2980,0.02,0.054,0.033,0.074,0.068,0.052,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,2,0,207,1700,0.019,0.069,0.041,0.074,0.067,0.061,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,2,0,207,2810,0.014,0.057,0.034,0.058,0.079,0.074,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,2,0,207,2530,0.021,0.066,0.039,0.075,0.075,0.067,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,1,0,215,2530,0.016,0.039,0.037,0.061,0.096,0.091,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,1,0,215,2980,0.019,0.028,0.032,0.07,0.072,0.062,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,1,0,215,1580,0.024,0.036,0.04,0.083,0.083,0.062,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,1,0,215,1500,0.03,0.053,0.05,0.096,0.079,0.054,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,1,0,215,1790,0.021,0.023,0.017,0.077,0.075,0.058,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,2,0,455,2990,0.017,0.029,0.03,0.066,0.077,0.074,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,2,0,455,2700,0.018,0.054,0.058,0.069,0.068,0.062,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,2,0,455,2930,0.021,0.055,0.043,0.074,0.075,0.073,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,2,0,455,2790,0.018,0.05,0.046,0.07,0.07,0.06,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,2,0,455,1930,0.019,0.074,0.027,0.071,0.071,0.054,0.10000000149011612,0.800000011920929,,False,0.1
